battery,cycle,mean_voltage,min_voltage,max_voltage,voltage_range,mean_current,min_current,mean_temperature,max_temperature,discharge_duration_s,voltage_drop_rate,capacity_ah,soh_pct
B0005,87,3.513886046002976,2.640189476892272,3.9919832483735553,1.3517937714812835,-2.012934238767065,-2.016749317444538,32.15929260122239,39.91920745058851,2728.578000000001,0.0004954206079068596,1.5285252629756445,76.42626314878223
B0005,88,3.5172345271857894,2.6937694091372566,3.993177190256773,1.2994077811195166,-2.0124628828514735,-2.016964364118414,32.47375515745856,40.11005609160343,2718.719000000001,0.00047794854161813566,1.5226473252843782,76.13236626421892
B0005,89,3.51636460217966,2.695787450704936,3.99301351243812,1.2972260617331837,-2.012515044746763,-2.017715447411052,32.52302018924377,40.17586235700117,2709.422,0.0004787833204769075,1.5174859938489869,75.87429969244934
B0005,90,3.530675922547557,2.6920548172137724,4.018829879603911,1.3267750623901384,-2.01277398406004,-2.017087516284557,32.39041028390132,39.98142091532012,2867.015,0.00046277227792325415,1.605818899130659,80.29094495653295
B0005,91,3.5271617033789404,2.629071246219689,4.000591816205768,1.371520569986079,-2.0128409703915318,-2.0177115857667665,32.884732039135066,40.37752962876011,2791.875,0.0004912542896748885,1.5638491446744425,78.19245723372212
B0005,92,3.5234875150526763,2.6313438710509183,3.9973011487124097,1.3659572776614914,-2.0125158298123935,-2.0160877086861952,32.86890619084729,40.42741464560447,2764.125,0.00049417348262524,1.5480915247767786,77.40457623883893
B0005,93,3.5227657601362403,2.6983970036642315,3.996088398413973,1.2976913947497413,-2.0124661663345353,-2.0174325692631547,32.651012943284606,40.14829951065202,2736.109,0.0004742835152948005,1.5323755631868592,76.61877815934297
B0005,94,3.5167178932572494,2.6338485871981514,3.9944449528425294,1.360596365644378,-2.0124226352302506,-2.0179760237051068,32.493791728074285,40.1449227052691,2726.484000000001,0.0004990296534453816,1.5269528268489705,76.34764134244853
B0005,95,3.5162748974808755,2.6715662078618183,3.993526668045007,1.3219604601831887,-2.0124310973035904,-2.0166844552673258,32.39724932792578,40.0408316084248,2708.547,0.00048806997263964357,1.5169573017136326,75.84786508568163
B0005,96,3.5140402596928833,2.6540810507928123,3.993437194859632,1.3393561440668198,-2.0126098653206324,-2.0185074328810417,32.4680371989861,40.178578362590216,2699.297,0.00049618702353495,1.511897596014269,75.59487980071346
B0005,97,3.5129673461013,2.656849703962618,3.9929297937506063,1.336080089787988,-2.0128081724370412,-2.0206154364574687,32.498023772255245,40.220286761756896,2689.438,0.0004967878381237969,1.5065638960681105,75.32819480340552
B0005,98,3.51083957407366,2.6363048614501152,3.992445152775898,1.356140291325783,-2.0125375414920077,-2.017421211930756,32.53070629547102,40.27625422581843,2680.875,0.0005058573381175113,1.5015453526671363,75.07726763335681
B0005,99,3.511932721905601,2.6995169230046803,3.9914037459741456,1.2918868229694653,-2.012660318678924,-2.0224772834102507,32.50756236757365,40.18817948927436,2661.563,0.00048538652775435533,1.4908444050400238,74.54222025200119
B0005,100,3.5107794369212866,2.6982160060322817,3.991386930435174,1.2931709244028924,-2.0125651361878227,-2.0179249554704706,32.5572939862102,40.25484092928591,2652.765,0.0004874803928741869,1.485868384561201,74.29341922806006
B0005,101,3.508979028342575,2.6911707598773864,3.9906109687346167,1.2994402088572303,-2.0123494220833447,-2.018486701026112,32.56686690356961,40.30569908206496,2643.297,0.0004915982611326802,1.480413677976106,74.02068389880529
B0005,102,3.507645444602304,2.690162319231471,3.990509366751673,1.300347047520202,-2.01273518783308,-2.017202918759472,32.565741682993846,40.317307847716044,2633.438,0.0004937830499598631,1.4752095869031632,73.76047934515816
B0005,103,3.504977378063947,2.6355034454892072,3.9859766181669984,1.3504731726777912,-2.0127770698296628,-2.017032616337778,32.63677955482194,40.436704898222594,2652.579,0.0005091170414444927,1.4859035988304024,74.29517994152012
B0005,104,3.5146455295161294,2.6594753656507684,3.9981746737052046,1.3386993080544363,-2.0127580044782922,-2.020648432189961,33.25281367230557,40.86152995099408,2670.813,0.0005012328860367373,1.4960918298136696,74.80459149068348
B0005,105,3.5085572759376626,2.6445549998245768,3.991725343834138,1.347170344009561,-2.012812819436133,-2.018056806197647,33.11409114312579,40.85667657115688,2643.389999999994,0.0005096373762515421,1.4808005946928984,74.04002973464492
B0005,106,3.5072267631624614,2.6719601666204564,3.9913936279464783,1.319433461326022,-2.0126712688686084,-2.017916668624779,32.96900078923528,40.70819247073464,2623.813,0.0005028687110422968,1.4697543268466824,73.48771634233412
B0005,107,3.501591952464586,2.6598211033173382,3.983907192346003,1.3240860890286648,-2.012458380844271,-2.0275917172244133,32.744188356053726,40.54781449399642,2595.75,0.0005100976939338013,1.4539012274845928,72.69506137422964
B0005,108,3.5027806814095643,2.6883604555088185,3.9880784914625664,1.299718035953748,-2.013069976276326,-2.017344770444764,32.75445176121382,40.56795872332495,2595.375,0.0005007823670774928,1.454146206723569,72.70731033617845
B0005,109,3.501522084962682,2.6376728619288525,3.989263009571216,1.3515901476423635,-2.0130763164045415,-2.017072416845675,33.05541893854867,40.91212796995131,2596.953,0.000520452294532232,1.455023751906683,72.75118759533416
B0005,110,3.5008642385025093,2.6451205211510764,3.9879387640843498,1.3428182429332733,-2.0125836997100617,-2.017938882324793,33.19213988218562,41.05450476478047,2586.875,0.0005190889559539109,1.4490421637612358,72.45210818806179
B0005,111,3.500074720993312,2.698012437629632,3.986983849131764,1.288971411502132,-2.0126468018540007,-2.029098489464331,32.926869520547214,40.72038694409774,2568.203,0.0005018962330867661,1.4386709371480566,71.93354685740283
B0005,112,3.497917715436115,2.692894277298908,3.9861832657405687,1.2932889884416605,-2.0131061896649296,-2.0250488786750047,32.78216407259394,40.64572662339671,2558.328,0.0005055211796304698,1.4334454321569792,71.67227160784896
B0005,113,3.4965044953229256,2.648392365505812,3.9868982990396193,1.3385059335338072,-2.012982732508472,-2.0170494375017745,33.05636510311532,40.97215861651164,2558.391,0.0005231827087938502,1.4333958900838095,71.66979450419048
B0005,114,3.4982454333644517,2.6832134764262,3.986600745994181,1.3033872695679807,-2.0128293898776337,-2.017587381204539,33.296327304717394,41.13410609927847,2549.047,0.0005113233571479775,1.42806487344776,71.403243672388
B0005,115,3.496456702218294,2.6849604452218614,3.986103849480939,1.3011434042590775,-2.0126524698622026,-2.0245398824990146,33.167134488487974,41.03272022021008,2540.079,0.0005122452507418381,1.4229203181741186,71.14601590870593
B0005,116,3.493161473067914,2.6699221205294563,3.984621175864837,1.3146990553353808,-2.012395547453008,-2.01689808000431,32.984550852420064,40.90528395430261,2530.547,0.0005195315697892118,1.417429032731308,70.8714516365654
B0005,117,3.4903937131989675,2.664105530655056,3.983650450000931,1.319544919345875,-2.0127040411307284,-2.0197651300783948,32.82057480011873,40.80053581253233,2521.172,0.0005233855204428238,1.412409228794446,70.6204614397223
B0005,118,3.4900513198032135,2.634098605983684,3.984261559961837,1.350162953978153,-2.0129012444747363,-2.018228083548545,33.080854169316474,41.09540194136111,2521.234,0.0005355167168054029,1.4125787929401932,70.62893964700966
B0005,119,3.493610891498895,2.6837870297061603,3.985239882977279,1.3014528532711185,-2.0130507902899946,-2.0178512019397976,33.41659471567916,41.31240545555636,2512.141,0.0005180652094253939,1.4075983731469897,70.37991865734948
B0005,120,3.496793467162197,2.660031949282934,3.9797500562691934,1.3197181069862594,-2.012988864018108,-2.017223089332264,33.29189896528116,41.03039042540785,2558.375,0.0005158423245170311,1.4333920485221476,71.66960242610739
B0005,121,3.5018229756758634,2.650011641082063,3.9926756256437534,1.3426639845616903,-2.012640808244782,-2.0257290511470427,33.47142586506688,41.218903653009626,2567.516,0.0005229427916171468,1.4382550176792908,71.91275088396453
B0005,122,3.496659459346783,2.6936969083341418,3.986076558103598,1.2923796497694564,-2.012667780967791,-2.01734921830549,33.14054362978897,40.89182036981729,2530.078,0.0005108062477794979,1.4173547174485526,70.86773587242763
B0005,123,3.4927278576897365,2.697073130067154,3.9843793108425913,1.2873061807754373,-2.0124599967132286,-2.016959683770622,32.838652905441236,40.65247840321352,2511.828,0.0005124977429885475,1.4069816636776429,70.34908318388214
B0005,124,3.48950537721977,2.6806995515145213,3.9832193354423584,1.302519783927837,-2.012512112436685,-2.0173176445033945,32.76459130735134,40.67440385059604,2501.438,0.0005207084020982479,1.4012037783587623,70.06018891793812
B0005,125,3.487425287858074,2.6695398084864568,3.982353010169572,1.3128132016831153,-2.0126494223658913,-2.0174893103299003,32.76086185209376,40.71463450273824,2493.156,0.0005265668099722261,1.3967008232726328,69.83504116363164
B0005,126,3.4859655607018816,2.671695307817952,3.981647460302149,1.3099521524841968,-2.0125672974798636,-2.016208232434632,32.74141108436505,40.70565144370409,2483.593,0.0005274423597119967,1.391284788852726,69.5642394426363
B0005,127,3.483878029651154,2.6612891859499648,3.980596212035141,1.319307026085176,-2.01247840534192,-2.01785516482798,32.711759853520526,40.696869156069326,2474.656,0.0005331274432022778,1.3862287677978349,69.31143838989175
B0005,128,3.4820747852430367,2.6678175335401018,3.979793653827066,1.3119761202869644,-2.012440825982662,-2.01649929452358,32.60716141038384,40.60442540222535,2464.344,0.0005323835147556365,1.3804366761974138,69.02183380987069
